company_id,company_name,industry,region,year,quarter,reporting_period,department,revenue_usd_m,opex_usd_m,production_output_units,energy_consumption_mwh,renewable_energy_share_pct,scope1_emissions_tco2e,scope2_emissions_tco2e,scope3_emissions_tco2e,water_withdrawal_m3,water_recycled_pct,waste_generated_tonnes,waste_recycled_pct,headcount,female_pct,minority_pct,avg_training_hours_per_employee,employee_turnover_pct,lost_time_incident_rate,community_investment_usd_m,pay_equity_ratio_female_to_male,employee_engagement_score,board_size,independent_directors_pct,board_gender_diversity_pct,anti_corruption_training_pct,data_breaches_count,whistleblower_reports,fines_penalties_usd_m,esg_policy_coverage_pct,supplier_code_of_conduct_coverage_pct,emissions_intensity_tco2e_per_musd,esg_score,controversy_level_0_low_3_high
GLX01,GreenLux Industries,Manufacturing,Europe,2023,3,2023-Q3,Supply Chain,120.76,93.86,10149,1767.6,0.459,257.5,172.37,1104.14,368.8,0.509,102.57,0.58,17,0.52,0.229,12.2,0.135,0.41,0.0,0.964,77.0,10,0.612,0.34,0.75,0,0,0.0,0.648,0.833,12.7,54.7,0
GLX01,GreenLux Industries,Manufacturing,Asia,2023,3,2023-Q3,R&D,85.78,56.42,8176,900.1,0.426,140.73,70.77,920.61,1842.1,0.216,32.44,0.552,50,0.448,0.312,15.66,0.141,0.62,0.0,0.971,70.1,10,0.661,0.299,0.855,0,0,0.097,0.96,0.682,13.2,52.7,0
GLX01,GreenLux Industries,Manufacturing,Europe,2023,3,2023-Q3,Sales,187.22,109.87,8493,2618.0,0.38,429.93,302.48,2226.12,7489.5,0.564,37.22,0.68,118,0.38,0.209,19.06,0.188,0.41,1.772,0.968,73.5,10,0.627,0.306,0.836,0,0,0.0,0.809,0.728,15.8,57.6,0
GLX01,GreenLux Industries,Manufacturing,Europe,2023,3,2023-Q3,HR,30.56,25.29,1662,1421.3,0.401,251.81,163.2,1092.81,820.7,0.443,44.54,0.591,5,0.395,0.283,23.72,0.177,0.24,0.026,0.991,77.9,10,0.612,0.322,0.866,0,1,0.0,0.837,0.83,49.34,57.2,0
GLX01,GreenLux Industries,Manufacturing,Asia,2023,3,2023-Q3,Finance,37.05,33.31,2522,339.6,0.3,42.15,40.94,262.63,335.6,0.52,105.54,0.628,5,0.394,0.3,17.4,0.193,0.15,0.149,0.974,87.7,10,0.668,0.354,0.815,0,2,0.292,0.785,0.662,9.33,58.2,2
GLX01,GreenLux Industries,Manufacturing,Latin America,2023,3,2023-Q3,IT,58.99,48.11,5048,992.9,0.475,168.75,104.96,654.49,2015.5,0.408,33.44,0.472,5,0.317,0.304,12.38,0.161,0.48,0.0,1.006,79.1,10,0.681,0.31,0.861,1,2,0.0,0.771,0.609,15.73,57.1,0
GLX01,GreenLux Industries,Manufacturing,Latin America,2023,3,2023-Q3,Facilities,132.62,85.22,22522,1880.5,0.507,261.7,157.38,1291.13,3449.7,0.465,43.37,0.561,31,0.434,0.309,13.68,0.197,0.97,0.49,0.974,66.8,10,0.67,0.348,0.749,0,0,0.043,0.847,0.853,12.9,58.7,0
GLX01,GreenLux Industries,Manufacturing,Asia,2023,4,2023-Q4,Operations,163.96,91.0,18881,3270.1,0.506,441.69,301.5,2533.16,4342.0,0.463,678.47,0.761,163,0.341,0.205,12.79,0.235,0.93,0.376,0.977,67.2,10,0.646,0.364,0.843,0,1,0.373,0.78,0.604,19.98,62.7,2
GLX01,GreenLux Industries,Manufacturing,Europe,2023,4,2023-Q4,Supply Chain,117.34,71.41,35642,1152.2,0.571,153.61,81.57,1013.08,872.1,0.309,134.77,0.502,126,0.456,0.333,17.09,0.227,0.47,0.54,0.931,95.0,10,0.596,0.321,0.711,1,1,0.161,0.755,0.765,10.64,59.0,1
GLX01,GreenLux Industries,Manufacturing,Europe,2023,4,2023-Q4,R&D,66.43,56.6,8288,1312.9,0.426,217.03,129.41,1556.59,1156.2,0.437,199.24,0.536,20,0.341,0.324,16.23,0.127,0.26,0.0,0.939,68.6,10,0.631,0.279,0.782,0,0,0.0,0.759,0.672,28.65,50.5,0
GLX01,GreenLux Industries,Manufacturing,Latin America,2023,4,2023-Q4,Sales,160.68,126.28,2249,1595.6,0.417,237.28,167.14,1114.6,1285.8,0.565,231.78,0.578,12,0.287,0.331,9.29,0.239,0.13,0.425,0.903,73.6,10,0.593,0.26,0.843,0,2,0.326,0.918,0.724,9.45,52.9,3
GLX01,GreenLux Industries,Manufacturing,North America,2023,4,2023-Q4,HR,30.66,18.96,6029,373.4,0.556,63.43,29.2,268.96,330.2,0.535,23.93,0.314,5,0.438,0.348,12.98,0.142,0.84,0.0,0.98,63.4,10,0.675,0.303,0.834,0,0,0.0,0.763,0.754,11.79,55.1,0
GLX01,GreenLux Industries,Manufacturing,North America,2023,4,2023-Q4,Finance,37.42,32.72,3752,535.1,0.517,62.02,39.3,343.68,423.4,0.47,60.01,0.612,5,0.355,0.283,13.56,0.187,0.36,0.325,1.001,80.1,10,0.634,0.294,0.767,0,1,0.041,0.745,0.643,11.89,58.3,0
GLX01,GreenLux Industries,Manufacturing,North America,2023,4,2023-Q4,IT,55.42,39.53,8427,656.0,0.323,149.02,65.94,967.09,496.4,0.569,46.23,0.596,28,0.21,0.384,18.86,0.185,1.09,0.0,1.012,77.3,10,0.651,0.329,0.785,0,0,0.0,0.846,0.558,21.33,61.2,0
GLX01,GreenLux Industries,Manufacturing,Europe,2023,4,2023-Q4,Facilities,133.51,91.18,10667,2695.4,0.447,407.7,260.91,2469.49,2298.4,0.504,140.46,0.473,36,0.503,0.31,12.19,0.1,1.0,0.418,0.981,67.2,10,0.593,0.364,0.83,0,0,0.16,0.899,0.814,23.5,55.1,1
GLX01,GreenLux Industries,Manufacturing,Europe,2024,1,2024-Q1,Operations,181.88,128.22,11911,1589.9,0.45,229.12,145.88,1620.62,2952.7,0.355,229.46,0.241,65,0.25,0.384,18.61,0.213,1.2,0.0,1.022,86.6,10,0.641,0.384,0.774,0,0,0.001,0.795,0.912,10.97,60.4,0
GLX01,GreenLux Industries,Manufacturing,Latin America,2024,1,2024-Q1,Supply Chain,92.27,74.48,5375,1316.3,0.357,227.49,138.66,1059.34,3844.6,0.482,51.22,0.567,71,0.448,0.418,23.14,0.19,0.26,0.756,0.984,84.0,10,0.657,0.323,0.778,1,0,0.065,1.0,0.92,15.45,58.6,0
GLX01,GreenLux Industries,Manufacturing,North America,2024,1,2024-Q1,R&D,85.08,49.87,6390,400.6,0.527,50.22,38.64,254.92,758.7,0.659,127.66,0.44,54,0.256,0.406,13.62,0.145,0.57,0.0,0.928,74.5,10,0.692,0.304,0.67,1,0,0.153,0.917,0.711,4.04,56.7,0
GLX01,GreenLux Industries,Manufacturing,Latin America,2024,1,2024-Q1,Sales,116.96,102.5,2166,2639.4,0.469,378.77,227.29,1456.4,1441.2,0.486,197.46,0.807,90,0.369,0.281,16.57,0.145,0.34,0.732,0.964,77.2,10,0.563,0.384,0.864,0,0,0.144,0.843,0.761,17.63,58.7,0
GLX01,GreenLux Industries,Manufacturing,Latin America,2024,1,2024-Q1,HR,40.33,31.47,1114,210.2,0.478,34.37,16.41,106.87,189.3,0.441,38.5,0.722,12,0.284,0.355,17.48,0.219,0.59,0.959,0.953,92.9,10,0.664,0.399,0.81,1,1,0.045,0.973,0.863,3.91,64.3,0
GLX01,GreenLux Industries,Manufacturing,Latin America,2024,1,2024-Q1,Finance,38.72,32.74,1478,514.9,0.365,99.74,57.95,602.5,625.4,0.601,18.94,0.762,5,0.416,0.306,20.63,0.204,0.39,0.0,0.949,74.8,10,0.56,0.388,0.82,0,2,0.029,0.813,0.768,19.63,59.0,0
GLX01,GreenLux Industries,Manufacturing,Asia,2024,1,2024-Q1,IT,64.81,39.34,5915,857.6,0.431,129.58,95.18,477.96,715.6,0.418,47.09,0.59,11,0.382,0.253,22.52,0.155,0.2,0.347,0.968,70.6,10,0.664,0.319,0.896,1,1,0.262,0.858,0.731,10.84,56.6,0
GLX01,GreenLux Industries,Manufacturing,North America,2024,1,2024-Q1,Facilities,131.79,110.18,4950,1059.7,0.534,121.65,88.74,653.33,983.1,0.366,41.4,0.452,50,0.486,0.352,13.07,0.173,0.81,0.0,0.935,67.5,10,0.634,0.355,0.834,0,0,0.018,0.775,0.868,6.55,54.5,2
GLX01,GreenLux Industries,Manufacturing,North America,2024,2,2024-Q2,Operations,190.62,120.19,18124,1150.7,0.44,188.65,121.17,1140.99,1940.6,0.588,302.87,0.516,145,0.289,0.304,14.67,0.22,1.12,1.132,0.977,76.3,10,0.577,0.311,0.946,0,0,0.252,0.897,0.883,7.61,61.6,0
GLX01,GreenLux Industries,Manufacturing,Asia,2024,2,2024-Q2,Supply Chain,103.82,85.43,18615,800.7,0.507,100.66,66.54,740.59,1996.0,0.637,301.38,0.688,125,0.247,0.263,12.56,0.186,0.09,0.694,1.011,82.2,10,0.661,0.32,0.789,0,1,0.267,0.855,0.858,8.74,61.3,0
GLX01,GreenLux Industries,Manufacturing,Asia,2024,2,2024-Q2,R&D,67.15,49.82,5901,1586.0,0.36,277.0,192.2,1599.87,611.5,0.47,99.21,0.504,61,0.361,0.225,14.38,0.1,0.51,1.341,0.977,78.7,10,0.656,0.385,0.91,1,0,0.0,0.823,0.909,30.81,55.4,0
GLX01,GreenLux Industries,Manufacturing,North America,2024,2,2024-Q2,Sales,213.92,118.87,9365,1131.1,0.322,217.57,130.36,1045.54,2541.4,0.558,315.14,0.49,133,0.474,0.339,15.82,0.218,0.13,0.458,0.905,83.3,10,0.588,0.395,0.82,0,0,0.048,0.993,0.541,6.51,53.6,2
GLX01,GreenLux Industries,Manufacturing,Asia,2024,2,2024-Q2,HR,29.3,19.25,5792,700.6,0.551,72.98,52.59,449.67,442.9,0.367,74.74,0.727,38,0.439,0.423,18.5,0.091,0.39,1.332,0.94,78.8,10,0.667,0.348,0.781,0,1,0.257,1.0,0.856,19.63,57.5,1
GLX01,GreenLux Industries,Manufacturing,Latin America,2024,2,2024-Q2,Finance,32.38,18.28,2315,727.4,0.583,58.69,70.48,376.17,686.1,0.418,196.65,0.672,5,0.248,0.387,14.0,0.142,0.45,0.706,1.007,71.0,10,0.707,0.333,0.705,1,0,0.0,0.914,0.798,15.61,59.2,0
GLX01,GreenLux Industries,Manufacturing,Europe,2024,2,2024-Q2,IT,54.48,39.61,1719,238.9,0.495,18.65,19.32,159.77,232.0,0.334,36.85,0.834,5,0.394,0.328,19.02,0.146,0.06,1.011,1.024,70.9,10,0.609,0.342,0.782,0,1,0.092,0.826,0.89,3.63,57.5,0
GLX01,GreenLux Industries,Manufacturing,Latin America,2024,2,2024-Q2,Facilities,124.59,83.59,14653,2881.5,0.52,361.63,246.96,1668.05,2362.7,0.463,123.01,0.837,5,0.42,0.434,24.59,0.13,1.0,0.642,0.976,80.4,10,0.667,0.274,0.881,0,0,0.099,0.826,0.75,18.27,64.7,0
GLX01,GreenLux Industries,Manufacturing,North America,2024,3,2024-Q3,Operations,162.06,92.23,28699,3647.9,0.497,476.4,325.21,2490.15,2955.8,0.591,480.63,0.533,138,0.397,0.417,17.79,0.114,1.25,0.531,0.987,72.9,10,0.67,0.383,0.956,0,0,0.29,0.924,0.636,20.31,63.4,1
GLX01,GreenLux Industries,Manufacturing,Asia,2024,3,2024-Q3,Supply Chain,97.9,56.59,7272,1035.3,0.419,154.29,102.96,924.39,1075.5,0.177,436.67,0.731,17,0.382,0.218,22.28,0.245,0.33,0.854,0.975,73.0,10,0.634,0.354,0.813,0,0,0.047,0.884,0.754,12.07,57.1,0
GLX01,GreenLux Industries,Manufacturing,Europe,2024,3,2024-Q3,R&D,83.83,50.29,3606,645.9,0.558,60.35,69.07,417.26,782.9,0.464,42.62,0.538,106,0.433,0.235,9.11,0.134,0.26,0.498,0.954,81.1,10,0.727,0.374,0.837,0,0,0.257,0.83,0.795,6.52,57.4,0
GLX01,GreenLux Industries,Manufacturing,North America,2024,3,2024-Q3,Sales,177.35,122.33,2614,3614.3,0.436,574.69,379.14,3825.27,2535.0,0.39,256.03,0.754,5,0.42,0.155,11.64,0.271,0.18,0.0,0.964,85.4,10,0.577,0.318,0.93,0,0,0.359,1.0,0.949,26.95,59.5,0
GLX01,GreenLux Industries,Manufacturing,Asia,2024,3,2024-Q3,HR,37.78,28.24,1999,521.3,0.602,65.83,45.6,392.82,199.6,0.466,23.84,0.412,29,0.6,0.171,18.37,0.182,0.32,0.012,0.931,82.4,10,0.62,0.284,0.912,0,1,0.22,0.895,0.915,13.35,57.3,0
GLX01,GreenLux Industries,Manufacturing,Europe,2024,3,2024-Q3,Finance,42.35,34.41,3293,553.1,0.483,67.57,43.27,375.51,256.4,0.314,159.26,0.513,25,0.291,0.307,12.62,0.072,0.57,0.81,0.967,84.0,10,0.726,0.373,0.869,1,0,0.11,0.907,0.767,11.48,56.3,0
GLX01,GreenLux Industries,Manufacturing,Europe,2024,3,2024-Q3,IT,52.02,44.25,3338,380.8,0.611,51.9,34.54,240.43,302.9,0.428,61.99,0.613,12,0.412,0.348,21.44,0.101,0.24,0.857,0.997,72.8,10,0.664,0.291,0.843,0,1,0.005,0.767,0.707,6.28,57.7,1
GLX01,GreenLux Industries,Manufacturing,Asia,2024,3,2024-Q3,Facilities,108.51,94.21,26126,1016.7,0.339,164.0,120.67,646.93,942.0,0.389,59.47,0.631,55,0.443,0.27,17.13,0.178,0.99,0.0,0.974,83.2,10,0.65,0.287,0.85,0,0,0.412,0.91,0.821,8.59,59.6,0
GLX01,GreenLux Industries,Manufacturing,Europe,2024,4,2024-Q4,Operations,196.13,153.34,15840,3453.8,0.597,373.46,253.78,2600.7,3093.9,0.398,390.7,0.738,102,0.351,0.286,22.73,0.172,1.11,0.703,0.96,72.9,10,0.658,0.353,0.948,0,0,0.137,0.91,0.731,16.46,65.0,1
GLX01,GreenLux Industries,Manufacturing,North America,2024,4,2024-Q4,Supply Chain,100.53,78.9,8191,2323.8,0.509,317.24,203.2,2633.02,668.6,0.577,286.84,0.49,5,0.369,0.352,13.4,0.218,0.38,0.264,0.927,70.1,10,0.661,0.286,0.901,0,0,0.056,0.865,0.849,31.37,56.0,1
GLX01,GreenLux Industries,Manufacturing,Asia,2024,4,2024-Q4,R&D,61.36,42.82,13241,1236.9,0.421,178.36,147.13,1023.71,1627.1,0.387,21.05,0.617,69,0.37,0.268,14.86,0.131,0.05,0.0,0.986,79.9,10,0.657,0.32,0.829,0,0,0.294,0.762,0.731,21.99,54.9,0
GLX01,GreenLux Industries,Manufacturing,Latin America,2024,4,2024-Q4,Sales,184.69,165.85,2445,1680.4,0.464,259.55,181.14,1442.04,1487.7,0.498,187.29,0.639,65,0.315,0.388,16.4,0.191,0.1,1.222,0.99,77.7,10,0.69,0.335,0.793,0,0,0.0,0.738,0.837,10.19,58.2,0
GLX01,GreenLux Industries,Manufacturing,North America,2024,4,2024-Q4,HR,36.42,31.57,3414,267.2,0.455,23.47,15.63,109.51,513.9,0.415,43.16,0.494,21,0.514,0.371,16.85,0.163,0.25,0.085,0.96,80.0,10,0.658,0.32,0.779,0,0,0.0,0.893,0.701,4.08,54.5,0
GLX01,GreenLux Industries,Manufacturing,North America,2024,4,2024-Q4,Finance,43.08,31.28,8302,918.1,0.493,107.73,81.57,574.28,311.5,0.432,39.65,0.552,5,0.378,0.349,15.32,0.159,0.17,0.803,0.935,80.9,10,0.697,0.364,0.828,0,1,0.001,0.904,0.682,17.72,55.8,1
GLX01,GreenLux Industries,Manufacturing,Asia,2024,4,2024-Q4,IT,47.87,29.62,2230,1094.5,0.35,216.14,136.29,1024.24,508.1,0.523,162.43,0.583,5,0.444,0.222,23.09,0.157,0.18,0.0,0.928,77.8,10,0.639,0.318,0.837,0,1,0.128,1.0,0.804,28.76,54.9,0
GLX01,GreenLux Industries,Manufacturing,Asia,2024,4,2024-Q4,Facilities,137.93,85.3,7718,686.9,0.401,129.0,83.58,451.52,1687.5,0.446,40.3,0.689,5,0.369,0.355,16.69,0.145,0.78,0.0,0.991,79.5,10,0.711,0.362,0.808,0,1,0.24,0.991,0.861,4.81,60.9,1
SOL02,Solaris Tech,Technology,Europe,2021,1,2021-Q1,Operations,285.03,161.88,23082,2972.1,0.295,250.65,147.73,1152.29,615.0,0.399,143.31,0.645,42,0.306,0.292,20.66,0.176,0.38,0.536,0.968,68.9,9,0.654,0.259,0.741,0,0,0.193,0.605,0.568,5.44,53.1,0
SOL02,Solaris Tech,Technology,North America,2021,1,2021-Q1,Supply Chain,170.24,137.02,28548,860.7,0.151,91.87,46.89,706.58,656.5,0.315,32.53,0.495,97,0.332,0.163,12.35,0.226,0.41,0.497,0.932,64.3,9,0.641,0.265,0.881,0,0,0.166,0.693,0.596,4.97,46.9,0
SOL02,Solaris Tech,Technology,Europe,2021,1,2021-Q1,R&D,127.39,89.48,9984,609.6,0.384,15.24,28.99,94.3,337.5,0.386,57.89,0.223,130,0.483,0.272,9.59,0.197,0.32,0.413,0.946,75.0,9,0.678,0.307,0.687,0,1,0.0,0.728,0.409,1.09,48.2,1
SOL02,Solaris Tech,Technology,North America,2021,1,2021-Q1,Sales,267.57,164.56,4683,770.7,0.165,62.44,26.59,385.7,1678.6,0.35,181.84,0.592,23,0.378,0.292,16.39,0.208,0.31,0.278,0.937,85.2,9,0.716,0.301,0.744,0,0,0.0,0.643,0.489,1.77,52.1,0
SOL02,Solaris Tech,Technology,North America,2021,1,2021-Q1,HR,40.91,23.02,1786,198.4,0.254,8.78,17.62,80.64,187.5,0.295,60.56,0.671,5,0.32,0.311,13.74,0.191,0.23,0.248,0.97,65.6,9,0.66,0.268,0.879,0,1,0.158,0.682,0.548,2.62,50.4,2
SOL02,Solaris Tech,Technology,Latin America,2021,1,2021-Q1,Finance,53.8,41.08,2895,139.5,0.345,27.03,0.0,55.15,248.2,0.34,30.66,0.361,24,0.447,0.344,9.92,0.19,0.59,0.369,0.969,70.6,9,0.65,0.298,0.693,0,0,0.128,0.715,0.58,1.53,49.7,1
SOL02,Solaris Tech,Technology,North America,2021,1,2021-Q1,IT,72.48,59.05,2901,478.7,0.194,40.27,25.32,208.01,269.6,0.319,50.79,0.366,104,0.227,0.422,16.1,0.223,0.32,0.824,0.928,68.4,9,0.677,0.287,0.763,0,1,0.177,0.765,0.534,3.77,47.1,0
SOL02,Solaris Tech,Technology,Europe,2021,1,2021-Q1,Facilities,163.13,107.11,24491,604.9,0.454,32.84,17.0,193.91,378.2,0.506,23.92,0.646,26,0.361,0.168,12.18,0.128,0.78,0.218,0.969,73.2,9,0.632,0.257,0.697,0,0,0.35,0.681,0.55,1.49,56.2,1
SOL02,Solaris Tech,Technology,Europe,2021,2,2021-Q2,Operations,287.32,195.06,14034,1254.6,0.397,95.07,54.51,567.37,2712.7,0.387,106.22,0.583,5,0.339,0.246,13.86,0.11,1.16,0.35,0.95,73.3,9,0.67,0.234,0.757,0,1,0.035,0.68,0.649,2.5,54.3,0
SOL02,Solaris Tech,Technology,Latin America,2021,2,2021-Q2,Supply Chain,128.62,80.98,10487,382.0,0.316,35.59,18.72,159.55,701.4,0.34,110.61,0.333,85,0.372,0.252,8.76,0.277,0.27,0.802,0.889,82.8,9,0.656,0.282,0.732,0,2,0.19,0.561,0.583,1.66,48.9,2
SOL02,Solaris Tech,Technology,Europe,2021,2,2021-Q2,R&D,124.39,80.72,1639,545.4,0.32,47.47,0.0,125.66,343.1,0.324,41.64,0.502,72,0.392,0.278,14.1,0.163,0.05,0.855,0.967,83.9,9,0.711,0.255,0.73,2,1,0.36,0.734,0.578,1.39,52.9,1
SOL02,Solaris Tech,Technology,Asia,2021,2,2021-Q2,Sales,264.34,179.71,4480,645.0,0.212,26.25,35.75,247.06,2646.8,0.166,191.26,0.379,100,0.382,0.192,14.66,0.33,0.4,0.405,0.972,68.3,9,0.628,0.257,0.764,0,0,0.235,0.693,0.461,1.17,48.9,0
SOL02,Solaris Tech,Technology,Latin America,2021,2,2021-Q2,HR,45.26,40.21,8483,141.8,0.23,0.0,1.89,6.28,99.2,0.443,16.98,0.387,5,0.324,0.188,16.59,0.15,0.11,0.039,0.951,87.6,9,0.56,0.325,0.808,0,0,0.011,0.715,0.701,0.18,49.1,0
SOL02,Solaris Tech,Technology,Europe,2021,2,2021-Q2,Finance,65.45,55.28,1397,471.4,0.335,28.76,16.92,162.18,124.1,0.244,25.43,0.332,5,0.376,0.204,10.1,0.215,0.05,0.0,0.921,76.4,9,0.612,0.276,0.753,0,2,0.0,0.61,0.663,3.18,45.2,0
SOL02,Solaris Tech,Technology,Europe,2021,2,2021-Q2,IT,62.31,49.39,3434,577.1,0.323,35.22,10.25,173.59,512.2,0.235,55.28,0.474,44,0.328,0.184,19.01,0.077,0.24,0.705,0.946,86.7,9,0.661,0.27,0.752,0,0,0.0,0.655,0.346,3.52,48.6,0
SOL02,Solaris Tech,Technology,Asia,2021,2,2021-Q2,Facilities,181.28,129.14,16352,1107.2,0.298,79.06,61.86,322.01,1096.8,0.454,95.4,0.673,94,0.517,0.126,14.39,0.164,0.88,0.0,0.952,61.1,9,0.636,0.267,0.72,0,0,0.146,0.706,0.655,2.55,52.6,0
SOL02,Solaris Tech,Technology,Latin America,2021,3,2021-Q3,Operations,313.29,267.49,9061,1596.1,0.419,94.12,60.64,458.5,1326.6,0.409,166.91,0.548,91,0.337,0.389,8.57,0.175,0.71,1.148,0.968,74.9,9,0.663,0.264,0.771,0,2,0.063,0.669,0.604,1.96,54.1,0
SOL02,Solaris Tech,Technology,Asia,2021,3,2021-Q3,Supply Chain,162.93,92.75,7869,177.6,0.296,22.64,11.62,89.01,181.1,0.343,65.64,0.187,19,0.47,0.389,10.03,0.226,0.15,0.015,0.93,72.7,9,0.66,0.298,0.742,0,0,0.225,0.78,0.673,0.76,45.7,0
SOL02,Solaris Tech,Technology,Latin America,2021,3,2021-Q3,R&D,141.12,120.94,2299,261.8,0.348,26.72,19.1,97.21,428.0,0.468,70.7,0.207,40,0.354,0.241,15.34,0.155,0.2,0.274,0.921,72.6,9,0.596,0.274,0.81,0,1,0.258,0.848,0.634,1.01,46.7,0
SOL02,Solaris Tech,Technology,Latin America,2021,3,2021-Q3,Sales,310.05,208.78,2434,759.2,0.238,69.44,60.31,512.99,2255.2,0.435,146.8,0.395,103,0.268,0.404,9.22,0.234,0.13,0.772,0.939,62.4,9,0.637,0.273,0.803,0,1,0.08,0.738,0.462,2.07,46.0,0
SOL02,Solaris Tech,Technology,North America,2021,3,2021-Q3,HR,42.2,29.83,6001,127.8,0.192,0.0,11.57,49.6,262.1,0.321,22.87,0.361,9,0.449,0.341,18.52,0.134,0.18,0.0,0.932,83.2,9,0.606,0.256,0.782,0,0,0.282,0.599,0.747,1.45,46.3,1
SOL02,Solaris Tech,Technology,Europe,2021,3,2021-Q3,Finance,63.74,49.08,2685,195.9,0.383,27.22,13.7,150.85,143.5,0.241,40.59,0.428,21,0.42,0.306,20.09,0.112,0.05,0.0,0.972,70.4,9,0.625,0.287,0.697,0,0,0.208,0.719,0.622,3.01,47.7,1
SOL02,Solaris Tech,Technology,Europe,2021,3,2021-Q3,IT,95.0,53.19,2061,218.5,0.399,6.12,16.01,80.36,904.4,0.189,27.47,0.502,5,0.313,0.316,17.31,0.18,0.47,0.0,0.95,72.0,9,0.586,0.281,0.72,1,0,0.0,0.846,0.493,1.08,50.1,0
SOL02,Solaris Tech,Technology,North America,2021,3,2021-Q3,Facilities,202.45,115.36,14834,473.1,0.3,47.55,21.98,262.22,1492.1,0.273,102.44,0.614,5,0.364,0.287,14.57,0.181,1.17,0.235,0.981,70.1,9,0.657,0.297,0.854,0,0,0.0,0.641,0.483,1.64,55.3,1
SOL02,Solaris Tech,Technology,Asia,2021,4,2021-Q4,Operations,303.05,183.91,4866,1129.7,0.363,69.27,55.97,253.19,1256.9,0.319,259.63,0.109,74,0.372,0.268,20.9,0.176,1.05,0.714,0.978,71.0,9,0.591,0.323,0.776,0,0,0.138,0.767,0.482,1.25,51.4,0
SOL02,Solaris Tech,Technology,North America,2021,4,2021-Q4,Supply Chain,81.05,62.36,4872,150.3,0.365,12.23,4.61,76.76,1342.5,0.327,354.17,0.431,5,0.403,0.318,15.47,0.173,0.74,0.574,0.908,72.7,9,0.588,0.283,0.695,0,0,0.396,0.674,0.504,1.16,50.1,2
SOL02,Solaris Tech,Technology,Europe,2021,4,2021-Q4,R&D,108.45,79.28,4106,715.1,0.239,65.94,28.61,247.1,850.1,0.423,95.92,0.638,5,0.317,0.363,18.52,0.146,0.15,0.0,0.892,67.4,9,0.57,0.281,0.766,0,1,0.099,0.662,0.451,3.15,46.7,1
SOL02,Solaris Tech,Technology,Europe,2021,4,2021-Q4,Sales,206.77,172.41,3268,1523.5,0.363,128.22,74.82,508.05,1485.7,0.391,131.51,0.46,64,0.571,0.383,16.89,0.226,0.5,0.751,0.941,73.2,9,0.617,0.195,0.763,0,1,0.007,0.733,0.454,3.44,51.2,0
SOL02,Solaris Tech,Technology,North America,2021,4,2021-Q4,HR,50.09,30.31,10458,139.0,0.303,0.0,13.99,56.1,30.3,0.363,12.64,0.496,111,0.572,0.318,13.69,0.209,0.23,0.315,0.92,73.5,9,0.588,0.326,0.715,0,1,0.181,0.731,0.451,1.4,48.9,0
SOL02,Solaris Tech,Technology,North America,2021,4,2021-Q4,Finance,62.25,37.74,4149,294.7,0.409,19.21,12.77,139.96,378.4,0.118,40.26,0.447,75,0.322,0.108,15.12,0.195,0.05,0.0,1.023,70.2,9,0.649,0.27,0.625,0,0,0.054,0.691,0.576,2.76,48.6,0
SOL02,Solaris Tech,Technology,North America,2021,4,2021-Q4,IT,60.16,33.83,2525,1058.2,0.447,51.97,21.72,325.26,147.3,0.279,27.12,0.258,5,0.432,0.43,15.32,0.218,0.05,0.536,0.916,73.8,9,0.61,0.33,0.698,0,1,0.076,0.594,0.618,6.63,47.6,0
SOL02,Solaris Tech,Technology,Europe,2021,4,2021-Q4,Facilities,174.63,112.53,22099,1469.6,0.34,106.98,70.37,487.73,1782.8,0.303,41.06,0.612,12,0.315,0.305,16.74,0.173,1.13,0.619,0.875,71.8,9,0.598,0.304,0.593,0,1,0.462,0.649,0.556,3.81,52.2,0
SOL02,Solaris Tech,Technology,North America,2022,1,2022-Q1,Operations,339.18,202.7,21469,1123.8,0.381,59.37,41.76,296.38,1161.4,0.222,133.04,0.496,82,0.338,0.545,19.94,0.148,0.95,0.135,0.92,69.0,9,0.647,0.29,0.838,0,0,0.229,0.87,0.545,1.17,52.2,0
SOL02,Solaris Tech,Technology,North America,2022,1,2022-Q1,Supply Chain,154.27,130.32,9082,1384.8,0.378,102.53,53.78,563.78,280.7,0.389,35.26,0.47,5,0.477,0.284,12.77,0.189,0.05,0.0,0.961,71.3,9,0.594,0.328,0.731,0,0,0.039,0.867,0.514,4.67,49.6,2
SOL02,Solaris Tech,Technology,Asia,2022,1,2022-Q1,R&D,97.11,66.28,6492,1014.1,0.443,85.91,43.69,504.47,245.6,0.426,73.53,0.606,26,0.311,0.265,10.47,0.167,0.25,1.487,0.977,79.8,9,0.649,0.299,0.763,1,3,0.036,0.712,0.491,6.53,55.1,2
SOL02,Solaris Tech,Technology,North America,2022,1,2022-Q1,Sales,314.82,180.38,10238,1909.7,0.301,124.19,92.28,880.4,1388.2,0.543,132.28,0.39,99,0.465,0.344,16.42,0.207,0.07,0.349,0.966,76.2,9,0.662,0.298,0.76,0,1,0.205,0.736,0.775,3.48,52.4,0
SOL02,Solaris Tech,Technology,Europe,2022,1,2022-Q1,HR,44.01,31.03,6437,257.1,0.25,13.15,25.28,127.25,94.8,0.479,22.76,0.482,40,0.541,0.285,17.78,0.18,0.78,0.0,0.97,76.3,9,0.653,0.29,0.777,0,1,0.0,0.764,0.559,3.76,54.2,0
